FID,Name,Address,City,State,ZipCode1,ZipCode2,Suite,geom
Food_Establishments_Health.559,STELLA NOTTE,8809 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1364222.6678453577 587072.4820540855)
Food_Establishments_Health.560,CHEEBURGER CHEEBURGER,8872 MCGAW RD,Columbia,MD,21045,,,POINT (1363658.1189061773 554229.1378069606)
Food_Establishments_Health.561,MOM'S ORGANIC MARKET,7351 ASSATEAGUE DR,Jessup,MD,20794,,,POINT (1373027.1729186098 547379.6285417568)
Food_Establishments_Health.562,COLUMBIA'S BEST DELI,6490 DOBBIN RD,COLUMBIA,MD,21045,,,POINT (1363224.976122358 555785.232524235)
Food_Establishments_Health.563,ARIRANG ADULT MEDICAL DAYCARE LTD.,9170 RUMSEY RD SUITE C,COLUMBIA,MD,21045,,,POINT (1363403.501188662 570712.8547076647)
Food_Establishments_Health.564,GARY J. ARTHUR 50 CENTER AT GLENWOOD,2400 ROUTE 97,COOKSVILLE,MD,21723,,,POINT (1305907.893933283 596777.514388021)
Food_Establishments_Health.565,MACYS,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.566,MT. AIRY CHRISTIAN ACADEMY,16700 OLD FREDERICK ROAD,MT. AIRY,MD,21771,,,POINT (1285104.1630920698 612849.4529800538)
Food_Establishments_Health.567,ST. ANDREWS EPISCOPAL CHURCH,2892 ROUTE 97,GLENWOOD,MD,21738,,,POINT (1304740.16440123 592498.766077592)
Food_Establishments_Health.568,STARBUCKS @ GIANT #348,6050 DAYBREAK CIR,Clarksville,MD,21029,,,POINT (1330508.648069948 562620.1085872828)
Food_Establishments_Health.569,EDIBLE ARRANGEMENTS,6925 OAKLAND MILLS ROAD   SUITE T,Columbia,MD,21045,,,POINT (1361631.1277435212 551402.0031504118)
Food_Establishments_Health.570,WOODBINE WINE & SPIRITS,703 LISBON CENTER DR  SUITE A,WOODBINE,MD,21797,,,POINT (1293297.292979242 613569.1138620884)
Food_Establishments_Health.571,SUBWAY,703 LISBON CENTER DR,WOODBINE,MD,21797,,,POINT (1293297.292979242 613569.1138620884)
Food_Establishments_Health.572,DUNKIN DONUTS,9469 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1358111.549960948 586585.4890863321)
Food_Establishments_Health.573,U.S. 1 LIQUORS,8167 WASHINGTON BLVD,JESSUP,MD,20794,,,POINT (1370964.476742693 544701.4598831565)
Food_Establishments_Health.574,THE HOME DEPOT #2575,9051 SNOWDEN RIVER PKWY,COLUMBIA,MD,21046,,,POINT (1363155.6147441384 550837.7468752746)
Food_Establishments_Health.575,THE HOME DEPOT #2566,9190 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1360814.0097351274 587343.7816220587)
Food_Establishments_Health.576,JIMMY JOHNS #728,6191 OLD DOBBIN LN #920,COLUMBIA,MD,21045,,,POINT (1365450.6861702935 558282.5348041866)
Food_Establishments_Health.577,SUBWAY,9105 ALL SAINTS RD #K,LAUREL,MD,20707,,,POINT (1356059.3896905836 529943.2901806938)
Food_Establishments_Health.578,PARKVIEW DELI,10480 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351111.318713537 562941.7463706728)
Food_Establishments_Health.579,LA BOULANGERIE,8815 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,A,POINT (1364209.4979634173 586801.7678141986)
Food_Establishments_Health.580,ORTHODOX CHURCH OF ST. MATTHEW,7271 EDEN BROOK DR,COLUMBIA,MD,21046,,,POINT (1350048.6555729646 546805.1290251103)
Food_Establishments_Health.581,LISBON BP,15882 FREDERICK RD,LISBON,MD,21765,,,POINT (1293204.8111416157 607840.2152179948)
Food_Establishments_Health.582,LILYS MEXICAN MARKET,6490 DOBBIN RD,Columbia,MD,21045,,STE N,POINT (1363224.976122358 555785.232524235)
Food_Establishments_Health.583,DUNKIN DONUTS BASKIN ROBBINS,703 LISBON CENTER DR #F,WOODBINE,MD,21797,,,POINT (1293297.292979242 613569.1138620884)
Food_Establishments_Health.584,YETNAL HOUSE,10194 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,6,POINT (1350757.1952213605 587818.7753640441)
Food_Establishments_Health.585,PANDA EXPRESS RESTAURANT #1436,7351 ASSATEAGUE DR,Jessup,MD,20794,,,POINT (1373027.1729186098 547379.6285417568)
Food_Establishments_Health.586,CAFÉ ON THE QUAD @ HO. COM. COLLEGE,10901 LITTLE PATUXENT PKWY,Columbia,MD,21044,,,POINT (1346400.012947375 564257.5639085448)
Food_Establishments_Health.587,SUBWAY,7500 MONTPELIER RD #110,LAUREL,MD,20723,,,POINT (1342955.0644957977 544090.9626892061)
Food_Establishments_Health.588,STARBUCKS @ HOWARD COMM. COLLEGE,10901 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1346400.012947375 564257.5639085448)
Food_Establishments_Health.589,CINDY'S SPIRITS,7250 MONTGOMERY RD,Elkridge,MD,21075,,,POINT (1389222.0304087535 561485.7427561459)
Food_Establishments_Health.590,WETZEL'S PRETZELS,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,#2605,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.591,GATEWAY PIZZA AND SUBS INC.,6520 OLD WATERLOO RD,ELKRIDGE,MD,21075,,,POINT (1370724.784891377 555378.72216834)
Food_Establishments_Health.592,WOODY'S BAR,8806 WASHINGTON BLVD,JESSUP,MD,20794,,,POINT (1366270.1454910322 538133.2007633919)
Food_Establishments_Health.593,STARBUCKS COFFEE #11964,7351 ASSATEAGUE DR,JESSUP,MD,20794,,STE #90,POINT (1373027.1729186098 547379.6285417568)
Food_Establishments_Health.594,MEADOWRIDGE WINE & SPIRIT,6501 HUNTSHIRE DR #101,ELKRIDGE,MD,21075,,,POINT (1376535.3368035012 555837.6193879537)
Food_Establishments_Health.595,SLEEP INN,10127 NORTH SECOND ST,LAUREL,MD,20723,,,POINT (1358105.9893441289 524286.0942271649)
Food_Establishments_Health.596,JUDGE'S BENCH,8385 MAIN STREET,ELLICOTT CITY,MD,21043,,,POINT (1368804.0307763738 583387.549087149)
Food_Establishments_Health.597,SEA- KING SEAFOOD MKTS.,3417 PLUM TREE DR,ELLICOTT CITY,MD,21043,,,POINT (1358986.908113923 586509.1037710776)
Food_Establishments_Health.598,THE RUMOR MILL,8069 TIBER ALLEY,ELLICOTT CITY,MD,21043,,,POINT (1370112.531713168 582987.1846761595)
Food_Establishments_Health.599,JAE'S GRILL,7221 LEE DEFOREST DR,Columbia,MD,21046,,B100,POINT (1363539.29730467 548683.739517904)
Food_Establishments_Health.600,PB & J SALES,7540 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.601,SUBWAY,10795 BIRMINGHAM WAY,Woodstock,MD,21163,,,POINT (1343488.2983823642 597519.1250732896)
Food_Establishments_Health.602,FIVE BELOW,8261 GATEWAY OVERLOOK DR,Elkridge,MD,21075,,,POINT (1370910.3338947156 552753.8183655877)
Food_Establishments_Health.603,OLDE TYME LIQUORS,13559 TRIADELPHIA RD,ELLICOTT CITY,MD,21042,,,POINT (1316827.7747102135 581680.7323876673)
Food_Establishments_Health.604,DOLLAR BUYS,8775 CLOUDLEAP CT #18,COLUMBIA,MD,21045,,,POINT (1364498.6500380207 560935.8270191215)
Food_Establishments_Health.605,THE VITAMIN SHOPPE,6250 COLUMBIA CROSSING CIR,COLUMBIA,MD,21044,,,POINT (1365103.879279195 557758.666167)
Food_Establishments_Health.606,COSTCO WHOLESALE,6675 MARIE CURIE DR,Elkridge,MD,21075,,,POINT (1370840.0945243665 553365.1935516675)
Food_Establishments_Health.607,ROMA'S PIZZA & SUBS,10132 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1351563.1919961157 587642.2989460421)
Food_Establishments_Health.608,MCDONALD'S,10001 WASHINGTON BLVD,LAUREL,MD,20723,,,POINT (1358722.3398189417 525889.893183468)
Food_Establishments_Health.609,BEST BUY STORE #263,8251 GATEWAY OVERLOOK DR,Elkridge,MD,21075,,,POINT (1370832.4852592454 552870.0059907067)
Food_Establishments_Health.610,VETERANS ELEMENTARY SCHOOL,4355 MONTGOMERY RD,Ellicott City,MD,21043,,,POINT (1365306.1101329916 578188.3723611045)
Food_Establishments_Health.611,KINGS CONTRIVANCE EXXON,7201 EDEN BROOK DR,COLUMBIA,MD,21046,,,POINT (1350376.43930126 547565.1775450954)
Food_Establishments_Health.612,OFFICE DEPOT #2672,8231 GATEWAY OVERLOOK DR,ELKRIDGE,MD,21075,,BLDG A,POINT (1370679.421964693 553103.2592330741)
Food_Establishments_Health.613,TRI PIZZA & SUBS,3900 TEN OAKS RD,Glenelg,MD,21737,,STE 6,POINT (1316008.0227254317 581917.4975985523)
Food_Establishments_Health.614,SOCCER ASSOC. OF COLUMBIA,4560 CENTENNIAL LN,ELLICOTT CITY,MD,21042,,,POINT (1348727.8627463595 575343.3851979253)
Food_Establishments_Health.615,TERE'S LATIN MARKET,8525 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,A,POINT (1366935.9561891325 589023.087901487)
Food_Establishments_Health.616,LA QUINTA INN & SUITES,7300 CRESTMONT RD,JESSUP,MD,20794,,,POINT (1372202.1529810517 548071.1936756517)
Food_Establishments_Health.617,BUSHY PARK ELEMENTARY SCHOOL,14601 CARRS MILL RD,Glenwood,MD,21738,,,POINT (1306020.5695898845 595457.5995535454)
Food_Establishments_Health.618,RANAZUL,8171 MAPLE LAWN BLVD,FULTON,MD,20759,,STE #170,POINT (1339134.6280768963 539600.6182756006)
Food_Establishments_Health.619,COSI,6181 OLD DOBBIN LN  SUITE #200,COLUMBIA,MD,21045,,,POINT (1365640.3324702359 558656.5594512952)
Food_Establishments_Health.620,HOULIHAN'S COLUMBIA,8240 GATEWAY OVERLOOK DR,ELKRIDGE,MD,21075,21075,,POINT (1370058.9741932766 552879.6639041298)
Food_Establishments_Health.621,MIMIS CAFÉ # 122,8250 GATEWAY OVERLOOK DR,Elkridge,MD,21075,,,POINT (1370324.4204803875 552600.4624069923)
Food_Establishments_Health.622,SUBWAY #34665,6790 BUSINESS PKWY #A,ELKRIDGE,MD,21075,21075,,POINT (1378342.8299338166 552127.8099773519)
Food_Establishments_Health.623,HAPPY GARDEN,7284 CRADLEROCK WAY,COLUMBIA,MD,21045,21045,UNIT C,POINT (1356604.330138875 553545.7672662731)
Food_Establishments_Health.624,FRIENDSHIP LIQUOR INC.,12800 FREDERICK RD,West Friendship,MD,21794,,,POINT (1324974.663678573 596273.8395698097)
Food_Establishments_Health.625,JO-ANN FABRIC AND CRAFT #1906,6161 COLUMBIA CROSSING CIR,COLUMBIA,MD,21045,21045,,POINT (1365696.816630558 556481.1876187768)
Food_Establishments_Health.626,PUB DOG,8865 STANFORD BLVD,Columbia,MD,21045,,,POINT (1363852.1551667666 555168.296721336)
Food_Establishments_Health.627,DUCHESS,4126 OLD COLUMBIA PK,ELLICOTT CITY,MD,21043,,,POINT (1363445.6448108715 579049.3899759664)
Food_Establishments_Health.628,MORNINGSTAR,7916 DORSEY RUN RD,JESSUP,MD,20794,20794,STE 5,POINT (1374928.3185427238 541842.4248459075)
Food_Establishments_Health.629,KIDDIE ACADEMY OF ELKRIDGE,6534 OLD WATERLOO RD,Elkridge,MD,21075,,,POINT (1370919.1138160094 555036.8905659746)
Food_Establishments_Health.630,RUBY TUESDAY #4976,6080 DAYBREAK CIR,CLARKSVILLE,MD,21029,21029,,POINT (1330079.0172546462 562551.3325371494)
Food_Establishments_Health.631,THE JOHNS HOPKINS UNIV. APPLIED PHYSICS LAB. LLC (MP6 CAFE),7651 MONTPELIER RD,Laurel,MD,20723,,,POINT (1343017.1092729394 544929.1525087047)
Food_Establishments_Health.632,TRADER JOE'S #658,6610 MARIE CURIE DR,Elkridge,MD,21075,,,POINT (1370253.303117909 554229.4304710038)
Food_Establishments_Health.633,VILLAGE LIQUORS OF CLARKSVILLE,12210 CLARKSVILLE PK,CLARKSVILLE,MD,21029,21029,UNIT 7,POINT (1330141.9400239172 563125.5393897528)
Food_Establishments_Health.634,MA UNLIMITED @ US RT 1 FLEA MKT,7540 WASHINGTON  BLVD,ELKRIDGE,MD,21075,21075,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.635,GENERAL NUTRITION CENTER #52,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,21044,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.636,BAGEL BIN & DELI,10451 TWIN RIVERS RD,Columbia,MD,21044,,,POINT (1347846.358648479 565651.2300818871)
Food_Establishments_Health.637,DUNKIN DONUTS,4872 MONTGOMERY RD#107,ELLICOTT CITY,MD,21043,,,POINT (1369074.7450162608 572048.8660645122)
Food_Establishments_Health.638,FACCI RISTORANTE,7530 MONTPELIER RD,LAUREL,MD,20723,,STE 110,POINT (1343154.9540372493 543868.245352391)
Food_Establishments_Health.639,VICTORIA GASTRO PUB,8201 SNOWDEN RIVER PKWY,COLUMBIA,MD,21045,,,POINT (1368976.7025618153 562126.9696746239)
Food_Establishments_Health.640,DOLLAR TREE #3766,712 LISBON CENTER DR,WOODBINE,MD,21797,,,POINT (1293383.9215360058 612907.4004605918)
Food_Establishments_Health.641,SUBWAY,8765 CENTRE PARK DR,Columbia,MD,21045,,STE 12A,POINT (1364057.6053250374 568245.6968241547)
Food_Establishments_Health.642,CASUAL GOURMET,2490 ROUTE 97,GLENWOOD,MD,21738,MD,21738,POINT (1306245.9209030876 595965.9569964465)
Food_Establishments_Health.643,EDIBLE ARRANGEMENTS,3355 SAINT JOHNS LN,ELLICOTT CITY,MD,21042,21042,#C,POINT (1361832.7732692317 586802.9384703711)
Food_Establishments_Health.644,DOLLAR PLUS,9105 ALL SAINTS RD,LAUREL,MD,20723,20723,D,POINT (1356059.3896905836 529943.2901806938)
Food_Establishments_Health.645,SMOOTHIE KING,8874 MCGAW RD,COLUMBIA,MD,21045,21045,STE C,POINT (1363294.630164621 554227.3818227019)
Food_Establishments_Health.646,LARK BROWN LIQUORS,6590 OLD WATERLOO RD,ELKRIDGE,MD,21075,,B,POINT (1371129.8319270564 554543.1663252295)
Food_Establishments_Health.647,PAZANI TRATTORIA ITALIANA,6060 MARSHALEE DR SUITE 11,ELKRIDGE,MD,21075,21075,,POINT (1375270.4428091324 561807.965867622)
Food_Establishments_Health.648,MCDONALD'S,6095 DAYBREAK CIR,CLARKSVILLE,MD,21029,,,POINT (1330086.041191681 562151.5534542461)
Food_Establishments_Health.649,LUCKY'S FOOD & DELI,7300 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1379085.0259471715 552684.4569873681)
Food_Establishments_Health.650,COMFORT SUITES,7146 OLD WATERLOO RD,Elkridge,MD,21075,,,POINT (1373019.5636534886 549142.9294015608)
Food_Establishments_Health.651,DUNKIN DONUTS,7530 MONTPELIER RD,Laurel,MD,20723,,,POINT (1343154.9540372493 543868.245352391)
Food_Establishments_Health.652,STAR LIQUORS & CO.,8610 WASHINGTON BLVD,Jessup,MD,20794,,STE 102,POINT (1366534.1284579274 539137.3310953401)
Food_Establishments_Health.653,SIMPLY DESSERTS,10622 BIG WOODS CT,Columbia,MD,21044,,,POINT (1348198.7261563968 568005.7123087955)
Food_Establishments_Health.654,GRASSROOTS CRISIS INTERVENTION,6700 FREETOWN RD,Columbia,MD,21044,,,POINT (1346643.802095295 553475.527895924)
Food_Establishments_Health.655,SUBWAY,6420 FREETOWN RD SUITE 100,Columbia,MD,21044,,,POINT (1345362.5189145112 556584.7906900416)
Food_Establishments_Health.656,KLOBY'S SMOKEHOUSE,7500 Montpelier Rd,Laurel,MD,20723,,STE 116,POINT (1342955.0644957977 544090.9626892061)
Food_Establishments_Health.657,THE ORIGINIAL WOODSTOCK SNOWBALL STAND,10720 OLD FREDERICK RD,Woodstock,MD,21163,,,POINT (1345423.6856995234 589126.3983087087)
Food_Establishments_Health.658,KIMKO INC.,10176 BALTIMORE NATIONAL PK,Ellicott City,MD,21043,,,POINT (1351043.1279914896 587800.9228574137)
Food_Establishments_Health.659,CLARK'S ELIOAK FARM,10500 CLARKSVILLE PK,Ellicott City,MD,21042,,,POINT (1347417.6058253068 571841.9525860256)
Food_Establishments_Health.660,STARBUCKS @ HARRIS TEETER,8620 GUILFORD RD,Columbia,MD,21046,,,POINT (1350812.5087255104 547540.0084373871)
Food_Establishments_Health.661,HARRIS TEETER #322,8620 GUILFORD RD,Columbia,MD,21046,,,POINT (1350812.5087255104 547540.0084373871)
Food_Establishments_Health.662,AFC SUSHI @ HARRIS TEETER #322,8620 GUILFORD RD,Columbia,MD,21046,,,POINT (1350812.5087255104 547540.0084373871)
Food_Establishments_Health.663,FAT BURGER RESTAURANT,6630 MARIE CURIE DR,Elkridge,MD,21075,,,POINT (1370077.9973560795 554133.4366648601)
Food_Establishments_Health.664,ELLICOTT CITY HEALTH & REHAB. CTR,3000 NORTH RIDGE RD,Ellicott City,MD,21043,,,POINT (1363103.520544463 591531.8040791202)
Food_Establishments_Health.665,TACO BELL EXPRESS,10300 LITTLE PATUXENT PKWY # 1340,Columbia,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.666,SHERATON COLUMBIA HOTEL,10207 WINCOPIN CIR,Columbia,MD,21044,,,POINT (1353456.1430270222 564873.9143833576)
Food_Establishments_Health.667,KOKO'S MINI MARKET,7060 OAKLAND MILLS RD  #G,Columbia,MD,21046,,,POINT (1360648.9472148072 549673.8219757823)
Food_Establishments_Health.668,EAGLE PHARMACY,2470 LONG STONE LN,Marriottsville,MD,21104,,#G,POINT (1341189.714987692 598213.9095116588)
Food_Establishments_Health.669,TRIANGLE LIQUORS,8801 BALTIMORE NATIONAL PK,Ellicott City,MD,21042,,,POINT (1363947.270980781 586658.6550971124)
Food_Establishments_Health.670,FAST WOK,12186 CLARKSVILLE PK SUITE 16,Clarksville,MD,21029,,,POINT (1330294.7106544264 563293.8212145474)
Food_Establishments_Health.671,FAIRWAY HILLS GOLF CLUB,5100 COLUMBIA RD,Columbia,MD,21044,,,POINT (1356484.9232092816 571675.7194095328)
Food_Establishments_Health.672,WILLIAM SONOMA #907,10300  LITTLE PATUXENT PKWY,Columbia,MD,21044,,SPACES 102,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.673,INDUSTRIAL DELI,9143 RED BRANCH RD,Columbia,MD,21045,,A,POINT (1363372.4788000912 569709.3097038028)
Food_Establishments_Health.674,MARBLE SLAB CREAMERY,10300 LITTLE PATUXENT PKWY,Columbia,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.675,HOLIDAY INN EXPRESS HOTEL & SUITES ELKRIDGE-WEST,6064 MARSHALEE DR,Elkridge,MD,21075,,,POINT (1375062.9440025596 561398.8215353389)
Food_Establishments_Health.676,MIMI'S KABOB,12345 WAKE FOREST RD,Clarksville,MD,21029,,,POINT (1328628.2815928955 559984.083550892)
Food_Establishments_Health.677,CHOE'S CAFE' INC T/A KIM BAB NARA,9339 BALTIMORE NATIONAL PK #F,Ellicott City,MD,21042,,,POINT (1359229.5266056703 586556.8080101063)
Food_Establishments_Health.678,K & C STORES INC T/A BISTRO BLANC,3800 TEN OAKS RD,DAYTON,MD,21737,21737,,POINT (1315953.8798774544 582647.9870501823)
Food_Establishments_Health.679,OH WHAT A CAKE!,6656 DOBBIN RD SUITE #K,Columbia,MD,21045,,,POINT (1361863.7956578024 553850.4305351621)
Food_Establishments_Health.680,CHA YA ASIAN CAFE,8874 MCGAW RD #G,Columbia,MD,21045,,,POINT (1363294.630164621 554227.3818227019)
Food_Establishments_Health.681,TRAVEL CENTERS OF AMERICA,7541 ASSATEAGUE DR,Jessup,MD,20794,,,POINT (1374028.66927417 545879.1399926754)
Food_Establishments_Health.682,TURF VALLEY MEMBER GRILL,2700 TURF VALLEY RD,Ellicott City,MD,21042,,,POINT (1344805.5792404518 593490.604519729)
Food_Establishments_Health.683,CRICKETT'S FAT DADDY SALOON,9920 WASHINGTON BLVD,Laurel,MD,20723,,,POINT (1359105.437051387 526850.7092370342)
Food_Establishments_Health.684,K B/TRIPLE NINES BAR & BILLIARDS,7540 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.685,MONTGOMERY EXXON,6310 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1389492.4519845974 561117.8640539427)
Food_Establishments_Health.686,KAYS DINER,8221 PRESTON STREET,Jessup,MD,20794,,,POINT (1370699.9084477117 539550.86538827)
Food_Establishments_Health.687,ELKRIDGE EXXON,7311 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1379294.8660660891 552316.870949208)
Food_Establishments_Health.688,ATHOLTON HIGH SCHOOL,6520 FREETOWN RD,Columbia,MD,21044,,,POINT (1346179.3442588618 554094.2196830818)
Food_Establishments_Health.689,DIAMONDBACK TAVERN,3733 OLD COLUMBIA PK,Ellicott City,MD,21043,,,POINT (1369337.2646629403 582910.799360905)
Food_Establishments_Health.690,WALGREENS #10539,12400 AUTO DR,Clarksville,MD,21029,,,POINT (1329011.0861612977 561752.3596994291)
Food_Establishments_Health.691,NEW YORK J & P RESTAURANT,8305 ICE CRYSTAL DR #107,Laurel,MD,20723,,,POINT (1341331.6570486056 537971.0648835029)
Food_Establishments_Health.692,STARBUCKS #13809,5705 RICHARDS VALLEY RD,Ellicott City,MD,21042,,,POINT (1368315.574488405 563516.2458873193)
Food_Establishments_Health.693,UPPER CRUST PIZZERIA & DELI,8835 CENTRE PARK DR,Columbia,MD,21045,,STE 103,POINT (1364834.9210235667 568732.9824559512)
Food_Establishments_Health.694,STAINED GLASS PUB,6751 DORSEY ROAD,Elkridge,MD,21075,,,POINT (1381277.957622277 553452.7001005607)
Food_Establishments_Health.695,BURGER KING,9195 BALTIMORE NATIONAL PK,Ellicott City,MD,21042,,,POINT (1360675.5796427312 586392.3308178723)
Food_Establishments_Health.696,GINZA OF TOKYO,7530 MONTPELIER RD #101,Laurel,MD,20723,,,POINT (1343154.9540372493 543868.245352391)
Food_Establishments_Health.697,QUIZNOS,6500 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1387540.0901529372 559311.8342438431)
Food_Establishments_Health.698,GLEN MAR UNITED METHODIST CHURCH,4701 NEW CUT RD,Ellicott City,MD,21043,,,POINT (1368513.708045598 573671.688183618)
Food_Establishments_Health.699,TEN OAKS TAVERN,3900 TEN OAKS RD,Glenelg,MD,21737,,PO BOX 325,POINT (1316008.0227254317 581917.4975985523)
Food_Establishments_Health.700,KATANA SUSHI,6060 MARSHALEE DR,Elkridge,MD,21075,,,POINT (1375270.4428091324 561807.965867622)
Food_Establishments_Health.701,ROCKBURN BRANCH PARK CONCESSION,5400 LANDING RD,Elkridge,MD,21075,,,POINT (1380538.9809133965 566198.5118425234)
Food_Establishments_Health.702,7-ELEVEN,6590 OLD WATERLOO RD,Elkridge,MD,21075,,A,POINT (1371129.8319270564 554543.1663252295)
Food_Establishments_Health.703,SECOND CHANCE SALOON,5888 Robert Oliver PL,Columbia,MD,21045,,A,POINT (1356078.9981814728 562335.053809283)
Food_Establishments_Health.704,NORMANDY CROWN,8505 BALTIMORE NATIONAL PK,Ellicott City,MD,21043,,,POINT (1367034.8766357074 589194.2963667128)
Food_Establishments_Health.705,ROYAL TAJ,8874 MCGAW RD SUITE E,Columbia,MD,21045,,,POINT (1363294.630164621 554227.3818227019)
Food_Establishments_Health.706,VZW-HANOVER CALL CENTER,7401 COCA COLA DR,Hanover,MD,21076,,,POINT (1388702.2590681706 553972.1787771004)
Food_Establishments_Health.707,VZW - MONTPELIER OFFICE PARK,7600 MONTPELIER RD,Laurel,MD,20723,,,POINT (1343580.1948919042 544290.5595666147)
Food_Establishments_Health.708,COLD STONE CREAMERY,5705 RICHARDS VALLEY RD,Ellicott City,MD,21043,,STE B-2,POINT (1368315.574488405 563516.2458873193)
Food_Establishments_Health.709,TRAVEL CENTER OF AMERICA-TRAVEL STORE,7401 ASSATEAGUE DR,Jessup,MD,20794,,,POINT (1373889.3611896443 546347.6951257121)
Food_Establishments_Health.710,7-ELEVEN,4882 MONTGOMERY RD,Ellicott City,MD,21043,,,POINT (1369130.0585204107 571815.9054861878)
Food_Establishments_Health.711,PHILLY'S BEST PIZZA,5134 THUNDERHILL RD,Columbia,MD,21045,,,POINT (1360293.360402415 569096.7638615506)
Food_Establishments_Health.712,SAVAGE LIQUORS,8851 GORMAN RD,Laurel,MD,20723,,STE 100,POINT (1363332.0911621405 533151.4734213862)
Food_Establishments_Health.713,PASTA BLITZ TO GO,2490 RT 97,Glenwood,MD,21738,,STE 6,POINT (1306245.9209030876 595965.9569964465)
Food_Establishments_Health.714,SHELL @ ALL SAINTS,9280 ALL SAINTS RD,Laurel,MD,20723,,,POINT (1354333.257164256 529137.5860699817)
Food_Establishments_Health.715,THE WINE BIN,8390  MAIN STREET,Ellicott City,MD,21043,,,POINT (1368854.9543198769 583491.7374865001)
Food_Establishments_Health.716,LOONEY'S PUB - MAPLE LAWN,8180 MAPLE LAWN BLVD,Fulton,MD,20759,,,POINT (1338766.749374693 539589.497041962)
Food_Establishments_Health.717,MICHAEL'S DELI CAFE,10710 CHARTER DR,Columbia,MD,21044,,,POINT (1345659.2802542357 563415.8621205288)
Food_Establishments_Health.718,SNOWDEN RIVER LIQUORS,9350 SNOWDEN RIVER PKWY,Columbia,MD,21045,,A,POINT (1358844.9660530093 549950.9748246178)
Food_Establishments_Health.719,BISTRO @ MERKLE,7001 COLUMBIA GATEWAY DR,Columbia,MD,21046,,,POINT (1369151.4229955585 549931.6589977719)
Food_Establishments_Health.720,Columbia Mall,10300 Little Patuxent Pkwy,Columbia,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.721,COAL FIRE PIZZA llc,5725 RICHARDS VALLEY RD,COLUMBIA,MD,21043,21043,,POINT (1368464.2478223103 563714.6721085554)
Food_Establishments_Health.722,LAS VEGAS TEX MEX R,7968 WASHINGTON BLVD,Jessup,MD,20794,,,POINT (1372511.4988746305 547569.8601697854)
Food_Establishments_Health.723,JESSUP DELI,7840  WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1373479.3388652317 548619.6460924605)
Food_Establishments_Health.724,BAJA FRESH,6435 DOBBIN RD,Columbia,MD,21045,,,POINT (1363551.5891944813 556604.6918449738)
Food_Establishments_Health.725,UNION JACK'S OF COLUMBIA,10400 LITTLE PATUXENT PKWY,Columbia,MD,21044,,,POINT (1352339.6297025157 562948.4776436646)
Food_Establishments_Health.726,YAMA SUSHI,4725  DORSEY HALL DR,Ellicott City,MD,21042,,STE G,POINT (1356993.865980269 573988.0580142319)
Food_Establishments_Health.727,LITTLE FRENCH MARKET,3744 OLD COLUMBIA PK,Ellicott City,MD,21043,,,POINT (1369195.0299379835 582880.0696363772)
Food_Establishments_Health.728,ROMANO'S MACARONI GRILL,6181 COLUMBIA CROSSING CIR,Columbia,MD,21045,,,POINT (1364974.2291080924 556761.5597720867)
Food_Establishments_Health.729,MERRIWEATHER PT.PAV. KITCHEN,10475 LITTLE PATUXENT PKWY,Columbia,MD,21044,,,POINT (1351260.8700395718 561709.3380850903)
Food_Establishments_Health.730,PURE WINE CAFE,8210 MAIN ST,Ellicott City,MD,21043,,,POINT (1369536.5688763056 583121.517471952)
Food_Establishments_Health.731,AURANG SUSHI,8801 BALTIMORE NATIONAL PK,Ellicott City,MD,21043,,,POINT (1363947.270980781 586658.6550971124)
